sample,trigger_mV,x_position_mV,y_position_mV,intensity_mV
0,0.0,-78.43257874015748,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,79.04773622047244,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,79.04773622047244,78.43257874015748,0.0,-78.74015748031496
8,0.0,0.0,0.0,0.0
9,79.04773622047244,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,-78.43257874015748,0.0,0.0
12,79.04773622047244,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0
14,79.04773622047244,0.0,0.0,-78.74015748031496
15,79.04773622047244,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,-78.74015748031496
18,79.04773622047244,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,-78.74015748031496
23,0.0,0.0,0.0,0.0
24,474.28641732283467,0.0,0.0,0.0
25,948.8804133858267,-78.43257874015748,0.0,0.0
26,1186.3312007874015,0.0,0.0,0.0
27,1819.0206692913387,0.0,0.0,157.7878937007874
28,1581.5698818897638,0.0,0.0,394.62352362204723
29,2135.2116141732286,0.0,0.0,552.7189960629921
30,2847.256397637795,0.0,0.0,710.5068897637796
31,3163.447342519685,0.0,0.0,552.7189960629921
32,3796.136811023622,0.0,0.0,315.88336614173227
33,4033.587598425197,0.0,0.0,0.0
34,4508.181594488189,0.0,0.0,-394.62352362204723
35,5219.918799212598,0.0,0.0,-710.5068897637796
36,5615.157480314961,0.0,0.0,-868.6023622047244
37,5931.656003937008,0.0,0.0,-710.5068897637796
38,6248.154527559055,0.0,0.0,-473.6712598425197
39,6564.345472440945,0.0,0.0,-236.83562992125985
40,6722.44094488189,0.0,0.0,-157.7878937007874
41,6959.891732283465,0.0,0.0,-78.74015748031496
42,6880.843996062992,0.0,0.0,-157.7878937007874
43,6959.891732283465,0.0,0.0,-236.83562992125985
44,6959.891732283465,0.0,0.0,-236.83562992125985
45,6959.891732283465,0.0,0.0,-157.7878937007874
46,6880.843996062992,0.0,0.0,-157.7878937007874
47,6801.796259842519,0.0,0.0,-157.7878937007874
48,6485.297736220473,0.0,0.0,-78.74015748031496
49,6327.202263779527,0.0,0.0,0.0
