sample,trigger_mV,x_position_mV,y_position_mV,intensity_mV
0,0.0,78.43257874015748,0.0,0.0
1,79.04773622047244,0.0,0.0,0.0
2,79.04773622047244,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,79.04773622047244,0.0,0.0,0.0
5,79.04773622047244,0.0,0.0,0.0
6,79.04773622047244,0.0,0.0,-78.74015748031496
7,79.04773622047244,0.0,0.0,0.0
8,79.04773622047244,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,-157.48031496062993,0.0
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,79.04773622047244,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,79.04773622047244,0.0,0.0,0.0
18,0.0,-78.43257874015748,0.0,0.0
19,79.04773622047244,0.0,0.0,0.0
20,79.04773622047244,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,553.3341535433071,0.0,0.0,0.0
25,948.8804133858267,78.43257874015748,0.0,0.0
26,1265.3789370078741,0.0,0.0,0.0
27,1819.0206692913387,0.0,0.0,0.0
28,1581.5698818897638,0.0,0.0,0.0
29,2135.2116141732286,0.0,0.0,0.0
30,2847.256397637795,0.0,0.0,0.0
31,3163.447342519685,0.0,0.0,0.0
32,3875.1845472440946,0.0,0.0,0.0
33,4270.730807086614,0.0,0.0,0.0
34,4745.324803149606,0.0,0.0,78.74015748031496
35,5298.966535433071,0.0,0.0,0.0
36,5773.560531496063,0.0,0.0,0.0
37,6010.703740157481,0.0,0.0,0.0
38,6248.154527559055,0.0,0.0,0.0
39,6406.25,0.0,0.0,0.0
40,6643.393208661418,0.0,0.0,0.0
41,6880.843996062992,0.0,0.0,0.0
42,6959.891732283465,0.0,0.0,0.0
43,7117.98720472441,0.0,0.0,0.0
44,7038.939468503937,0.0,0.0,0.0
45,6959.891732283465,0.0,0.0,0.0
46,6801.796259842519,0.0,0.0,0.0
47,6564.345472440945,0.0,0.0,0.0
48,6406.25,0.0,0.0,0.0
49,6168.799212598426,0.0,0.0,0.0
