sample,trigger_mV,x_position_mV,y_position_mV,intensity_mV
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,79.04773622047244,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,-78.43257874015748,0.0,0.0
10,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0
13,79.04773622047244,-78.43257874015748,0.0,0.0
14,79.04773622047244,0.0,0.0,0.0
15,0.0,-78.43257874015748,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,-78.43257874015748,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,553.3341535433071,0.0,0.0,0.0
25,948.8804133858267,0.0,0.0,0.0
26,1265.3789370078741,0.0,0.0,0.0
27,1819.0206692913387,0.0,0.0,0.0
28,1581.5698818897638,-78.43257874015748,0.0,0.0
29,2214.259350393701,0.0,0.0,0.0
30,2767.9010826771655,0.0,0.0,0.0
31,3242.4950787401576,0.0,0.0,0.0
32,3875.1845472440946,0.0,0.0,0.0
33,4349.778543307087,0.0,0.0,0.0
34,4824.372539370079,0.0,0.0,0.0
35,5378.014271653543,0.0,0.0,0.0
36,5852.608267716535,0.0,0.0,0.0
37,6010.703740157481,0.0,0.0,0.0
38,6327.202263779527,0.0,0.0,0.0
39,6406.25,0.0,0.0,0.0
40,6643.393208661418,0.0,0.0,78.74015748031496
41,6880.843996062992,78.43257874015748,0.0,0.0
42,6959.891732283465,0.0,0.0,0.0
43,7117.98720472441,0.0,0.0,0.0
44,7038.939468503937,0.0,0.0,0.0
45,6880.843996062992,0.0,0.0,0.0
46,6801.796259842519,0.0,0.0,0.0
47,6564.345472440945,0.0,0.0,0.0
48,6406.25,0.0,0.0,0.0
49,6168.799212598426,78.43257874015748,0.0,0.0
