sample,trigger_mV,x_position_mV,y_position_mV,intensity_mV
0,79.04773622047244,0.0,0.0,0.0
1,0.0,-78.43257874015748,0.0,0.0
2,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,79.04773622047244,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,-78.74015748031496
8,79.04773622047244,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0
10,0.0,-78.43257874015748,0.0,0.0
11,0.0,0.0,0.0,-78.74015748031496
12,0.0,0.0,0.0,0.0
13,79.04773622047244,0.0,0.0,0.0
14,79.04773622047244,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,79.04773622047244,0.0,0.0,0.0
17,0.0,-78.43257874015748,0.0,0.0
18,0.0,0.0,0.0,-78.74015748031496
19,0.0,-78.43257874015748,0.0,-78.74015748031496
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,-78.74015748031496
23,0.0,-78.43257874015748,0.0,0.0
24,790.7849409448819,0.0,0.0,0.0
25,948.8804133858267,0.0,0.0,0.0
26,1344.4266732283465,0.0,0.0,0.0
27,1739.9729330708662,0.0,0.0,236.83562992125985
28,1739.9729330708662,0.0,0.0,473.6712598425197
29,2451.7101377952754,-78.43257874015748,0.0,631.7667322834645
30,2926.3041338582675,0.0,0.0,631.7667322834645
31,3400.8981299212596,0.0,0.0,473.6712598425197
32,3954.5398622047246,0.0,0.0,236.83562992125985
33,4191.683070866142,0.0,0.0,-236.83562992125985
34,4745.324803149606,0.0,0.0,-473.6712598425197
35,5378.014271653543,0.0,0.0,-789.554625984252
36,5773.560531496063,78.43257874015748,0.0,-789.554625984252
37,6010.703740157481,0.0,0.0,-710.5068897637796
38,6327.202263779527,0.0,0.0,-394.62352362204723
39,6564.345472440945,78.43257874015748,0.0,-157.7878937007874
40,6801.796259842519,0.0,0.0,-157.7878937007874
41,6959.891732283465,-78.43257874015748,0.0,-157.7878937007874
42,6880.843996062992,0.0,0.0,-236.83562992125985
43,6959.891732283465,0.0,0.0,-236.83562992125985
44,6880.843996062992,0.0,0.0,-236.83562992125985
45,6959.891732283465,0.0,0.0,-157.7878937007874
46,6880.843996062992,0.0,0.0,-157.7878937007874
47,6643.393208661418,0.0,0.0,-157.7878937007874
48,6485.297736220473,0.0,0.0,-78.74015748031496
49,6248.154527559055,0.0,0.0,0.0
