sample,trigger_mV,x_position_mV,y_position_mV,intensity_mV
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0
3,79.04773622047244,0.0,0.0,0.0
4,0.0,-78.43257874015748,0.0,0.0
5,79.04773622047244,0.0,0.0,0.0
6,0.0,78.43257874015748,-157.48031496062993,0.0
7,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,-78.74015748031496
10,79.04773622047244,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,-78.74015748031496
13,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,79.04773622047244,0.0,0.0,-78.74015748031496
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,-78.43257874015748,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,-78.74015748031496
24,790.7849409448819,0.0,0.0,0.0
25,948.8804133858267,0.0,0.0,0.0
26,1423.474409448819,0.0,0.0,78.74015748031496
27,1819.0206692913387,0.0,0.0,236.83562992125985
28,1739.9729330708662,0.0,0.0,473.6712598425197
29,2451.7101377952754,-78.43257874015748,0.0,631.7667322834645
30,2926.3041338582675,0.0,0.0,710.5068897637796
31,3400.8981299212596,0.0,0.0,473.6712598425197
32,3954.5398622047246,0.0,0.0,236.83562992125985
33,4191.683070866142,0.0,0.0,-157.7878937007874
34,4745.324803149606,0.0,0.0,-552.7189960629921
35,5298.966535433071,0.0,0.0,-789.554625984252
36,5694.51279527559,0.0,0.0,-868.6023622047244
37,6010.703740157481,0.0,0.0,-631.7667322834645
38,6406.25,0.0,0.0,-394.62352362204723
39,6564.345472440945,0.0,0.0,-236.83562992125985
40,6880.843996062992,0.0,0.0,-157.7878937007874
41,6959.891732283465,0.0,0.0,-157.7878937007874
42,6880.843996062992,0.0,0.0,-157.7878937007874
43,6959.891732283465,0.0,0.0,-236.83562992125985
44,6959.891732283465,0.0,0.0,-236.83562992125985
45,6959.891732283465,0.0,0.0,-157.7878937007874
46,6880.843996062992,0.0,0.0,-157.7878937007874
47,6643.393208661418,0.0,0.0,-78.74015748031496
48,6485.297736220473,0.0,0.0,-78.74015748031496
49,6248.154527559055,0.0,0.0,-78.74015748031496
