sample,trigger_mV,x_position_mV,y_position_mV,intensity_mV
0,0.0,0.0,0.0,0.0
1,79.04773622047244,-78.43257874015748,0.0,0.0
2,0.0,0.0,0.0,0.0
3,79.04773622047244,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,78.74015748031496
7,0.0,-78.43257874015748,-157.48031496062993,0.0
8,0.0,78.43257874015748,0.0,0.0
9,0.0,0.0,0.0,0.0
10,79.04773622047244,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0
12,0.0,78.43257874015748,0.0,0.0
13,0.0,0.0,0.0,0.0
14,79.04773622047244,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,78.43257874015748,0.0,0.0
19,0.0,-78.43257874015748,0.0,0.0
20,79.04773622047244,0.0,0.0,0.0
21,79.04773622047244,0.0,0.0,0.0
22,79.04773622047244,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,711.7372047244095,-78.43257874015748,0.0,0.0
25,948.8804133858267,0.0,0.0,0.0
26,1265.3789370078741,-78.43257874015748,0.0,0.0
27,1819.0206692913387,0.0,0.0,0.0
28,1581.5698818897638,0.0,0.0,0.0
29,2293.6146653543306,0.0,0.0,0.0
30,2847.256397637795,0.0,0.0,78.74015748031496
31,3242.4950787401576,0.0,0.0,0.0
32,4033.587598425197,0.0,0.0,78.74015748031496
33,4270.730807086614,0.0,0.0,-78.74015748031496
34,4824.372539370079,0.0,0.0,0.0
35,5457.062007874016,0.0,0.0,0.0
36,5773.560531496063,0.0,0.0,0.0
37,6089.751476377953,0.0,0.0,0.0
38,6327.202263779527,0.0,0.0,0.0
39,6406.25,0.0,0.0,0.0
40,6722.44094488189,78.43257874015748,0.0,0.0
41,6880.843996062992,-78.43257874015748,0.0,0.0
42,7038.939468503937,0.0,0.0,0.0
43,7117.98720472441,-78.43257874015748,0.0,0.0
44,7038.939468503937,78.43257874015748,0.0,0.0
45,6959.891732283465,0.0,0.0,0.0
46,6722.44094488189,0.0,0.0,0.0
47,6564.345472440945,0.0,0.0,0.0
48,6406.25,0.0,0.0,0.0
49,6089.751476377953,0.0,0.0,0.0
